query,article,article_id,score
"anh chị cũng luôn cố gắng sắp xếp hoạt động dựa trên lịch bận của mọi người, do đó em nên xem xét và sắp xếp thời gian của mình hợp lý hơn.","em tham gia khá nhiều clb, em sợ sẽ k thể thu xếp được thời gian để tham gia các buổi gặp hay big game training, điều đó có ảnh hưởng đến kết quả training không ạ ? clb sẽ đánh giá các bạn trên các tiêu chí học tập và hoạt động, vì thế nếu thiếu một trong hai sẽ là bất lợi cho em. anh chị cũng luôn cố gắng sắp xếp hoạt động dựa trên lịch bận của mọi người, do đó em nên xem xét và sắp xếp thời gian của mình hợp lý hơn.",23,1.0
"trong store có rất nhiều game hay và thú vị, mọi người hãy cài đặt và thưởng thức nha.","sản phẩm của team game: đây là store game của team game. team đã lập lên store này với mục đích chia sẻ những sản phẩm mà team làm ra đến với mọi người và cũng là để học hỏi lẫn nhau. trong store có rất nhiều game hay và thú vị, mọi người hãy cài đặt và thưởng thức nha.",67,1.0
CLB thường sử dụng nền tảng nào để quản lý công việc nhóm?,Nhận được quyền lợi gì khi tham gia vào CLB ? Khi bạn vào CLB bạn sẽ có những lợi thế về các môn chuyên ngành trên trường. CLB sẽ giúp các bạn định hướng phát triển các kỹ năng lập trình. Bên cạnh đó CLB còn tổ chức các hoạt động ngoại khóa để các thành viên gắn kết hơn. Ngoài ra khi tham gia vào các CLB bạn sẽ được cộng 0.1 điểm khuyến khích học bổng (Đây sẽ là 1 lợi thế rất lớn khi xét học bổng tại Học Viện vào cuối kì bạn nhé).,6,0.0
clb sẽ giúp các bạn định hướng phát triển các kỹ năng lập trình.,"SPOJ TOURNAMENT là một cuộc thi lập trình nội bộ thường niên của CLB Lập Trình PTIT. Đến với cuộc thi, các thí sinh sẽ phải trải qua một cuộc đua gấp rút và phải hoàn thành mục tiêu - số lượng bài đã được đặt ra trước đó trong thời gian sớm nhất có thể. Đây là một cuộc thi quan trọng giúp các thành viên có thể rèn luyện kỹ năng, học thêm nhiều kiến thức mới để dần hoàn thiện tư duy cũng như tăng tốc độ code của mình.",71,0.0
hoạt động:,"hoạt động: là nơi giao lưu, đào tạo các môn lập trình và các môn học trong trường. nâng cao phong trào học lập trình của sinh viên trong học viện tạo điều kiện để sinh viên trong học viện có môi trường học tập năng động sáng tạo, và giúp đỡ sinh viên có thể đạt thành tích cao trong học tập. hội tụ các bạn đam mê lập trình vào nghiên cứu các đề tài, dự án. nâng cao các kĩ năng làm việc cần thiết cho sinh viên như: làm việc nhóm, kĩ năng thuyết trình, kĩ năng tổ chức sự kiện, kĩ năng quản lí nhân sự, dự án….",2,1.0
Tiêu chí để trở thành “Thành viên tiêu biểu” của CLB là gì?,"Biggame training là sự kiện thường niên được tổ chức với quy mô lớn nhất diễn ra vào cuối mỗi kì training ProPTIT. Với sự tham gia đông đảo của các anh chị, các bạn và các thành viên training, sự kiện giúp các thành viên training được giao lưu làm quen với nhau và tạo được nhiều dấu ấn, kỷ niệm khó quên trong lòng mỗi người.",70,0.0
"với phương châm ""chia sẻ để cùng nhau phát triển"", team dự án sẽ luôn gắn bó cùng nhau ở cả hiện tại cũng như tương lai sau này.","em muốn tham gia cả 2 CLB là IT PTIT và ProPTIT có đc k ạ ? Hoàn toàn được nha em, tuy nhiên lịch sinh hoạt và học tập của 2 CLB khá là nặng nên em có thể tham gia training cả 2 bên và đưa ra lựa chọn phù hợp cho mình.",29,0.0
training:,"training: trong quá trình training, các bạn sẽ được đào tạo và sử dụng thành thạo về ngôn ngữ c. ngôn ngữ c là một ngôn ngữ phổ biến, cú pháp tường minh, dễ sử dụng đối với những người bắt đầu với lập trình. và điều đặc biệt cho các ptiter là ngôn ngữ c sẽ được học vào kỳ 2 năm nhất, cho nên bạn sẽ có lợi thế khi mà tham gia khoá training này.",58,1.0
về quyền lợi khi tham gia itptit em nên đặt câu hỏi với thành viên trong clb để có thể nhận được câu trả lời chính xác và đầy đủ nhất (hoặc tự tham gia training để trải nghiệm).,tại sao trong cùng khoa lại có 2 clb cùng mục đích giống nhau là pro và it? ở it em có quyền lợi gì và ở pro em có quyền lợi gì? tại sao lại phải tách làm 2 clb ạ ? dù chung 1 mục đích là hỗ trợ sinh viên trên con đường học tập nhưng mỗi clb đều có hướng đi riêng tạo nên những màu sắc đặc trưng riêng. về quyền lợi khi tham gia itptit em nên đặt câu hỏi với thành viên trong clb để có thể nhận được câu trả lời chính xác và đầy đủ nhất (hoặc tự tham gia training để trải nghiệm). còn khi tham gia proptit em sẽ có những lợi thế về các môn chuyên ngành trên trường. clb sẽ giúp các em định hướng phát triển các kỹ năng lập trình. bên cạnh đó clb còn tổ chức các hoạt động ngoại khóa để các thành viên gắn kết hơn. ngoài ra khi tham gia vào các clb em sẽ có cơ hội được cộng 0.1 điểm khuyến khích học bổng (đây sẽ là 1 lợi thế rất lớn khi xét học bổng tại học viện vào cuối kì em nhé).,55,1.0
"Khi thành viên không hoàn thành nhiệm vụ đúng hạn, CLB xử lý ra sao?","Em đã biết trước về …, liệu em có được ưu tiên trở thành thành viên chính thức được không ạ ? Không được em nhé. Vì anh chị không chỉ đánh giá về khả năng lập trình của e mà còn đánh giá qua nhiều yếu tố khác như hoạt động của e với mọi người như thế nào.ví dụ như phương châm của CLB là chia sẻ để cùng nhau phát triển, nếu e vào clb mà không nói chuyện với ai, chỉ học 1 mình, không giúp đỡ đc ai thì sẽ không được chấp nhận. Biết trước về blah blah là điều tốt nhưng chốt lại là chưa đủ để e có thể vào được CLB , có nhiều bạn tuy học lực không được tốt nhưng rất nhiệt tình giúp đỡ mọi người trong CLB sẽ được đánh giá rất cao nha",44,0.0
CLB Lập Trình PTIT có những quyền lợi gì dành cho thành viên ạ?,Các sinh viên lớn hơn năm nhất có sự chênh lệch về kiến thức và thời gian hoạt động. Vì vậy việc định hướng và hoạt động sẽ không phù hợp với lộ trình đào tạo của clb.,27,0.0
CLB có các giải thưởng gì thế ? ,"TRAINING: Trong quá trình training, các bạn sẽ được đào tạo và sử dụng thành thạo về ngôn ngữ C. Ngôn ngữ C là một ngôn ngữ phổ biến, cú pháp tường minh, dễ sử dụng đối với những người bắt đầu với lập trình. Và điều đặc biệt cho các PTITER là ngôn ngữ C sẽ được học vào kỳ 2 năm nhất, cho nên bạn sẽ có lợi thế khi mà tham gia khoá training này.",58,0.0
"trưởng ban sự kiện khóa 2019-2020, nguyễn văn hòa:","Em đã biết trước về …, liệu em có được ưu tiên trở thành thành viên chính thức được không ạ ? Không được em nhé. Vì anh chị không chỉ đánh giá về khả năng lập trình của e mà còn đánh giá qua nhiều yếu tố khác như hoạt động của e với mọi người như thế nào.ví dụ như phương châm của CLB là chia sẻ để cùng nhau phát triển, nếu e vào clb mà không nói chuyện với ai, chỉ học 1 mình, không giúp đỡ đc ai thì sẽ không được chấp nhận. Biết trước về blah blah là điều tốt nhưng chốt lại là chưa đủ để e có thể vào được CLB , có nhiều bạn tuy học lực không được tốt nhưng rất nhiệt tình giúp đỡ mọi người trong CLB sẽ được đánh giá rất cao nha",44,0.0
"sinh nhật s2b là dịp để 3 bên clb multimedia ptit clb lập trình ptit và clb nhà sáng tạo game ptit gặp mặt, cùng nhau nhìn lại chặng đường đã qua và đồng thời tri ân thế hệ đi trước.",ProGApp là một cuộc thi lập trình Ứng Dụng và Game bằng Java thường niên dành cho thành viên từng khóa của CLB Lập Trình PTIT. Cuộc thi yêu cầu các thành viên hoàn thành một sản phẩm từ việc sử dụng ngôn ngữ lập trình Java và áp dụng các kiến thức về lập trình hướng đối tượng. Đã có rất nhiều sản phẩm vô cùng chất lượng và sáng tạo được tạo ra bới chính các thành viên CLB từ cuộc thi này,77,0.0
"trưởng ban truyền thông khóa 2024-2025, phạm mai linh:","SẢN PHẨM CỦA TEAM GAME: Đây là store game của team Game. Team đã lập lên store này với mục đích chia sẻ những sản phẩm mà team làm ra đến với mọi người và cũng là để học hỏi lẫn nhau. Trong store có rất nhiều game hay và thú vị, mọi người hãy cài đặt và thưởng thức nha.",67,0.0
CLB tổ chức những hoạt động nào để phát triển kỹ năng lập trình cho thành viên?,ProGApp là một cuộc thi lập trình Ứng Dụng và Game bằng Java thường niên dành cho thành viên từng khóa của CLB Lập Trình PTIT. Cuộc thi yêu cầu các thành viên hoàn thành một sản phẩm từ việc sử dụng ngôn ngữ lập trình Java và áp dụng các kiến thức về lập trình hướng đối tượng. Đã có rất nhiều sản phẩm vô cùng chất lượng và sáng tạo được tạo ra bới chính các thành viên CLB từ cuộc thi này,77,1.0
"đây là một cuộc thi quan trọng giúp các thành viên có thể rèn luyện kỹ năng, học thêm nhiều kiến thức mới để dần hoàn thiện tư duy cũng như tăng tốc độ code của mình.","spoj tournament là một cuộc thi lập trình nội bộ thường niên của clb lập trình ptit. đến với cuộc thi, các thí sinh sẽ phải trải qua một cuộc đua gấp rút và phải hoàn thành mục tiêu - số lượng bài đã được đặt ra trước đó trong thời gian sớm nhất có thể. đây là một cuộc thi quan trọng giúp các thành viên có thể rèn luyện kỹ năng, học thêm nhiều kiến thức mới để dần hoàn thiện tư duy cũng như tăng tốc độ code của mình.",71,1.0
"Khi tham gia CLB, quy định về trang phục và sử dụng trụ sở thế nào?","Nhằm mục đích nâng cao kỹ năng và niềm yêu thích lập trình cho sinh viên, Học viện Công nghệ BCVT đã tổ chức kỳ thi lập trình theo chuẩn ACM/ICPC từ năm 2010. Sự thành công của các kỳ thi trước đã tạo nên một sân chơi vui và bổ ích cho sinh viên, góp phần thúc đẩy phong trào học tập các môn lập trình và phát triển phần mềm cũng như bước đầu nâng cao thành tích của đội tuyển Olympic Tin học sinh viên.",83,0.0
"tuỳ thuộc vào hình thức, những người tham gia cuộc thi có thể làm việc độc lập hoặc theo nhóm.","game jam là một cuộc thi mà người tham gia cố gắng tạo ra một trò chơi điện tử từ đầu. tuỳ thuộc vào hình thức, những người tham gia cuộc thi có thể làm việc độc lập hoặc theo nhóm. thời lượng cho cuộc thi thường là từ 24 đến 72 giờ. những người tham gia thường là lập trình viên, nhà thiết kế trò chơi, nghệ sĩ, nhà văn và những người khác trong lĩnh vực liên quan đến phát triển trò chơi",82,1.0
"và cao hơn nữa là các em sẽ được học các team dự án, đây là những kiến thức rất quan trọng, có thể áp dụng trực tiếp vào công việc của các em mai sau.","Em tham gia khá nhiều clb, em sợ sẽ k thể thu xếp được thời gian để tham gia các buổi gặp hay big game training, điều đó có ảnh hưởng đến kết quả training không ạ ? CLB sẽ đánh giá các bạn trên các tiêu chí học tập và hoạt động, vì thế nếu thiếu một trong hai sẽ là bất lợi cho em. Anh chị cũng luôn cố gắng sắp xếp hoạt động dựa trên lịch bận của mọi người, do đó em nên xem xét và sắp xếp thời gian của mình hợp lý hơn.",23,0.0
"em đã biết trước về …, liệu em có được ưu tiên trở thành thành viên chính thức được không ạ ?","Quyền lợi: Được tham gia vào các hoạt động của CLB. Được tham gia ứng cử, đề cử, bầu cử các vị trí lãnh đạo. Được tham gia đóng góp ý kiến xây dựng và phát triển CLB. Chia sẻ và được chia sẻ kiến thức, kỹ năng cần thiết. Các thành viên có quyền bình đẳng như nhau. Thỏa sức tham gia tìm hiểu, phát triển các lĩnh vực khác nhau không có giới hạn.Được tham gia vào các team dự án khi có đủ kiến thức.",94,0.0
Ban truyền thông thường phối hợp với ban nào khi chuẩn bị sự kiện?,"Nghĩa vụ: Tham gia đầy đủ, nhiệt tình, có tinh thần trách nhiệm cao trong các hoạt động của CLB. Chấp hành nghiêm chỉnh nội quy của CLB đề ra. Hoàn thành nhiệm vụ được giao đúng thời hạn quy định. Hoàn thành đóng phí hoạt động hàng tháng đúng thời gian quy định. Tham gia đóng góp ý kiến, xây dựng và phát triển CLB.",95,1.0
spoj tournament là một cuộc thi lập trình nội bộ thường niên của clb lập trình ptit.,Chị ơi em thích thiết kế nhưng cũng thích cả code thì có thể tham gia clb không ạ ? Mặc dù là CLB về lập trình nhưng ngoài lập trình ra em còn có rất nhiều cơ hội để phát triển những khía cạnh khác của bản thân nhé. Chị thấy nếu em thích và có năng khiếu về thiết kế thì là một lợi ích và là một điều tốt. Sẽ có rất nhiều sự kiện và có các ban để em phát triển khía cạnh này.,18,0.0
"trưởng ban sự kiện khóa 2021-2022, nguyễn tiến hùng:",Tại sao CLB mình lại thu phí hàng tháng đắt hơn các CLB khác ? a/c không biết quỹ của clb khác như nào tuy nhiên thì những chi phí này dùng để tổ chức các sự cho các e.,51,0.0
CLB có các hoạt động nào giúp gắn kết các khóa thành viên?,"Cuộc đua số là cuộc thi lập trình công nghệ thường niên dành cho các sinh viên yêu thích công nghệ trên toàn quốc được tổ chức bởi tập đoàn FPT. Với mục đích tạo sân chơi hấp dẫn, bổ ích, thúc đẩy đam mê học hỏi, cập nhật, thực hành và sáng tạo các công nghệ mới trên thế giới, trên cơ sở hiểu biết và nắm vững nhu cầu của các ngành công nghiệp cho sinh viên Việt Nam, góp phần xây dựng nguồn lực chất lượng cao, đáp ứng nhu cầu của cuộc cách mạng 4.0",81,1.0
Hoạt động giao lưu giữa CLB và các CLB bạn thường được tổ chức như thế nào?,Các sinh viên lớn hơn năm nhất có sự chênh lệch về kiến thức và thời gian hoạt động. Vì vậy việc định hướng và hoạt động sẽ không phù hợp với lộ trình đào tạo của clb.,27,0.0
"sự kiện này là dịp gắn kết mọi người, rút ngắn khoảng cách giữa các thành viên, tạo điều kiện để các thành viên có dịp chia sẻ với nhau về cuộc sống, học tập.","Em đã biết trước về …, liệu em có được ưu tiên trở thành thành viên chính thức được không ạ ? Không được em nhé. Vì anh chị không chỉ đánh giá về khả năng lập trình của e mà còn đánh giá qua nhiều yếu tố khác như hoạt động của e với mọi người như thế nào.ví dụ như phương châm của CLB là chia sẻ để cùng nhau phát triển, nếu e vào clb mà không nói chuyện với ai, chỉ học 1 mình, không giúp đỡ đc ai thì sẽ không được chấp nhận. Biết trước về blah blah là điều tốt nhưng chốt lại là chưa đủ để e có thể vào được CLB , có nhiều bạn tuy học lực không được tốt nhưng rất nhiệt tình giúp đỡ mọi người trong CLB sẽ được đánh giá rất cao nha",44,0.0
ngôn ngữ c++ đóng một vai trò quan trọng trong việc học lập trình.,Tại sao trong cùng khoa lại có 2 CLB cùng mục đích giống nhau là Pro và IT? Ở IT em có quyền lợi gì và ở Pro em có quyền lợi gì? Tại sao lại phải tách làm 2 CLB ạ ? Dù chung 1 mục đích là hỗ trợ sinh viên trên con đường học tập nhưng mỗi CLB đều có hướng đi riêng tạo nên những màu sắc đặc trưng riêng. Về quyền lợi khi tham gia ITPTIT em nên đặt câu hỏi với thành viên trong CLB để có thể nhận được câu trả lời chính xác và đầy đủ nhất (hoặc tự tham gia training để trải nghiệm). Còn khi tham gia ProPTIT em sẽ có những lợi thế về các môn chuyên ngành trên trường. CLB sẽ giúp các em định hướng phát triển các kỹ năng lập trình. Bên cạnh đó CLB còn tổ chức các hoạt động ngoại khóa để các thành viên gắn kết hơn. Ngoài ra khi tham gia vào các CLB em sẽ có cơ hội được cộng 0.1 điểm khuyến khích học bổng (Đây sẽ là 1 lợi thế rất lớn khi xét học bổng tại Học Viện vào cuối kì em nhé).,55,0.0
ngoài ra khi tham gia vào các clb em sẽ có cơ hội được cộng 0.1 điểm khuyến khích học bổng (đây sẽ là 1 lợi thế rất lớn khi xét học bổng tại học viện vào cuối kì em nhé).,tại sao trong cùng khoa lại có 2 clb cùng mục đích giống nhau là pro và it? ở it em có quyền lợi gì và ở pro em có quyền lợi gì? tại sao lại phải tách làm 2 clb ạ ? dù chung 1 mục đích là hỗ trợ sinh viên trên con đường học tập nhưng mỗi clb đều có hướng đi riêng tạo nên những màu sắc đặc trưng riêng. về quyền lợi khi tham gia itptit em nên đặt câu hỏi với thành viên trong clb để có thể nhận được câu trả lời chính xác và đầy đủ nhất (hoặc tự tham gia training để trải nghiệm). còn khi tham gia proptit em sẽ có những lợi thế về các môn chuyên ngành trên trường. clb sẽ giúp các em định hướng phát triển các kỹ năng lập trình. bên cạnh đó clb còn tổ chức các hoạt động ngoại khóa để các thành viên gắn kết hơn. ngoài ra khi tham gia vào các clb em sẽ có cơ hội được cộng 0.1 điểm khuyến khích học bổng (đây sẽ là 1 lợi thế rất lớn khi xét học bổng tại học viện vào cuối kì em nhé).,55,1.0
"trưởng ban sự kiện khóa 2023-2024, nguyễn bá việt hoàng:","các thành viên tiêu biểu: chế đình sơn: người sáng lập - chủ nhiệm khóa 2010-2011, nguyễn tuấn ninh: phó chủ nhiệm clb khóa 2011-2012, cao hải yến: chủ nhiệm clb khóa 2011-2012, chu ngọc định: trưởng ban tài chính - nhân sự khóa 2012-2013, lại đắc việt: trưởng ban đào tạo khóa 2012-2013, lê văn thanh: trưởng ban sự kiện khóa 2012-2013, lê xuân tùng: trưởng ban đào tạo khóa 2013-2014, trần hoàng linh: trưởng ban sự kiện khóa 2013-2014, nguyễn hoàng nam: chủ nhiệm khóa 2015-2016, trần phú quang: phó chủ nhiệm khóa 2015-2016, đàm bá quyền: chủ nhiệm khóa 2016-2017, nguyễn nhân đức: phó chủ nhiệm khóa 2016-2017, bùi thị, anh phương: trưởng ban sự kiện khóa 2016-2017, nguyễn công hậu: trưởng ban truyền thông khóa 2016-2107, nguyễn thắng hải an: phó chủ nhiệm khóa 2016-2107, nguyễn thị phương: trưởng ban tài chính nhân sự khóa 2016-2017, triệu khương duy: phó chủ nhiệm khóa 2017-2018, nguyễn quốc bình: chủ nhiệm khóa 2017-2018, chu văn đăng: trưởng ban sự kiện khóa 2017-2018, lê duy bách: thành viên ban đào tạo khóa 2017-2018, nguyễn quang linh: trưởng ban truyền thông khóa 2017-2018, đỗ hoàng phương thảo: trưởng ban tài chính nhân sự khóa 2017-2018, lê bình dương: chủ nhiệm khóa 2018-2019, trần đại nghĩa: chủ nhiệm khóa 2018-2019, trần việt huy: trưởng ban đào tạo khóa 2018-2019, đỗ mai phương: trưởng ban sự kiện khóa 2018-2019, nguyễn mạnh cường: chủ nhiệm khóa 2019-2020, nguyễn thế anh: phó chủ nhiệm khóa 2019-2020, nguyễn tùng lâm: phó chủ nhiệm khóa 2019-2020, nguyễn văn tuệ: trưởng ban đào tạo khóa 2019-2020, trần văn thắng: trưởng ban sự kiện khóa 2019-2020, nguyễn văn hòa: chủ nhiệm khóa 2020-2021, nguyễn văn học: chủ nhiệm khóa 2020-2021, hoàng đức minh: phó chủ nhiệm khóa 2021-2022, nguyễn duy dũng: phó chủ nhiệm khóa 2021-2022, lê xuân minh: phó chủ nhiệm khóa 2021-2022, cồ thị phương hoa: chủ nhiệm clb khóa 2021-2022, trần vân anh: trưởng ban tài chính nhân sự khóa 2021-2022, lê quang dũng: trưởng ban truyền thông khóa 2021-2022, đoàn ngọc khánh: trưởng ban sự kiện khóa 2021-2022, nguyễn tiến hùng: phó chủ nhiệm khóa 2022-2023, đỗ xuân hướng: chủ nhiệm clb khóa 2022-2023, lưu minh hiếu: phó chủ nhiệm khóa 2022-2023, phạm thị linh mỹ: trưởng ban tài chính nhân sự khóa 2022-2023, đặng nguyệt minh: trưởng ban sự kiện khóa 2022-2023, nguyễn quốc hưng: trưởng ban đào tạo khóa 2022-2023, đinh hoàng anh: phó chủ nhiệm khóa 2023-2024, đặng trung hiếu: chủ nhiệm khóa 2023-2024, phan thanh tân: trưởng ban sự kiện khóa 2023-2024, nguyễn bá việt hoàng: trưởng ban đối ngoại khóa 2023-2024, bùi thế vĩnh nguyên: chủ nhiệm clb khóa 2024-2025, nguyễn hoa thanh tùng: phó chủ nhiệm khóa 2024-2025, đặng huyền trang: phó chủ nhiệm khóa 2024-2025, giáp minh hiếu: trưởng ban đào tạo khóa 2024-2025, phan an phúc: trưởng ban sự kiện khóa 2024-2025, đỗ vũ hải đăng: trưởng ban truyền thông khóa 2024-2025, phạm mai linh: trưởng ban đối ngoại khóa 2024-2025, trần ngọc ánh: trưởng ban tài chính nhân sự khóa 2024-2025",93,1.0
tiêu trí đánh giá và lựa chọn thành viên của clb dựa theo cả 2 tiêu trí là hoạt động và học tập.,"nếu em chỉ muốn vào học mà không tham gia hoạt động thì có được không ạ ? tiêu trí đánh giá và lựa chọn thành viên của clb dựa theo cả 2 tiêu trí là hoạt động và học tập. trong quá trình hoạt động, ngoài các khoá học, clb còn rất nhiều hoạt động khác bên lề nhằm gắn kết các thành viên trong clb như biggame, picnic,... vì vậy việc tham gia các hoạt động của clb là rất cần thiết.",32,1.0
team dự án:,"team dự án: team ai, team mobile, team data, team game, team web, team backend",4,1.0
CLB duy trì tinh thần học tập liên tục cho thành viên bằng cách nào?,"CLB mình sẽ hoạt động mấy buổi 1 tuần ạ ? Thường sẽ là 1-2 buổi 1 tuần, chủ yếu là các khoá học của CLB. Nếu có việc gì gấp sẽ báo trước với mọi người, lịch sẽ được lên phù hợp với lịch học của mọi người.",53,1.0
slogan:,"giới thiệu clb lập trình ptit: câu lạc bộ lập trình ptit (programming ptit), tên viết tắt là proptit được thành lập ngày 9/10/2011. với phương châm hoạt động ""chia sẻ để cùng nhau phát triển"", câu lạc bộ là nơi giao lưu, đào tạo các môn lập trình và các môn học trong trường, tạo điều kiện để sinh viên trong học viện có môi trường học tập năng động sáng tạo. slogan: lập trình ptit - lập trình từ trái tim",1,1.0
tại sao clb không tuyển nhiều người hơn ạ ?,"APP JAVA CỦA KHOÁ D21: Lập trình hướng đối tượng là một trong nhữ kỹ thuật lập trình rất quan trọng và được sử dụng nhiều hiện nay. Trong khóa học khoảng 1 tháng sẽ giúp mọi người có được tư duy lập trình hướng đối tượng. Bên cạnh đó mọi người còn học ngôn ngữ Java, một ngôn ngữ lập trình hướng đối tượng, để có thể tự viết cho mình một ứng dụng bằng Java đơn giản qua cuộc thi ProGAPP vào cuối khóa.",66,0.0
ngoài việc học thuật toán bạn cũng sẽ được học những kiến thức khác ví dụ như là về lập trình hướng đối tượng.,"Em đã biết trước về …, liệu em có được ưu tiên trở thành thành viên chính thức được không ạ ? Không được em nhé. Vì anh chị không chỉ đánh giá về khả năng lập trình của e mà còn đánh giá qua nhiều yếu tố khác như hoạt động của e với mọi người như thế nào.ví dụ như phương châm của CLB là chia sẻ để cùng nhau phát triển, nếu e vào clb mà không nói chuyện với ai, chỉ học 1 mình, không giúp đỡ đc ai thì sẽ không được chấp nhận. Biết trước về blah blah là điều tốt nhưng chốt lại là chưa đủ để e có thể vào được CLB , có nhiều bạn tuy học lực không được tốt nhưng rất nhiệt tình giúp đỡ mọi người trong CLB sẽ được đánh giá rất cao nha",44,0.0
clb mình sẽ hoạt động mấy buổi 1 tuần ạ ?,"Quá trình hoạt động của clb trong suốt thời gian học đại học là như nào ạ ? CLB Lập Trình sẽ dạy cho các em rất nhiều những khóa học có liên quan tới những học phần trên trường như là C,C++,OOP,... và cao hơn nữa là các em sẽ được học các team dự án, đây là những kiến thức rất quan trọng, có thể áp dụng trực tiếp vào công việc của các em mai sau. Bên cạnh đó, CLB còn có rất nhiều những sự kiện, hoạt động, như là cuộc thi làm game, làm app, hay những sự kiện vui chơi giải trí như Biggame, camping trip,... và cũng có rất nhiều những contest ngắn dài để em có thể củng cố kiến thức và đánh giá bản thân sau mỗi khóa học nhé.",16,0.0
"Trong các buổi học của CLB, yêu cầu về học tập và tác phong ra sao?","Học tập: Trong giờ học phải nghiêm túc, không làm việc riêng. Nếu phần kiến thức buổi học đã nắm được, vẫn cần có mặt đầy đủ, nghe giảng đầy đủ và NÊN chủ động hỗ trợ các bạn khác. Thực hiện nhiệm vụ được giao một cách nghiêm túc, trách nhiệm. Khi được giao deadline phải chú ý hoàn thành đúng deadline. Khuyến khích và tuyên dương các cá nhân có khả năng tự học. Trong các buổi kiểm tra, contest, yêu cầu tuyệt đối không gian lận.",97,1.0
nhưng nếu em tham gia mà em chỉ muốn kết bạn và tham gia các sự kiện thôi không tham gia các hoạt động học tập có được không ạ ?,"theo em được giới thiệu qua thì clb mình khá nặng về học thuật ạ. nhưng nếu em tham gia mà em chỉ muốn kết bạn và tham gia các sự kiện thôi không tham gia các hoạt động học tập có được không ạ ? tiêu trí đánh giá và lựa chọn thành viên của clb dựa theo cả 2 tiêu trí là hoạt động và học tập. trong quá trình hoạt động, ngoài các khoá học, clb còn rất nhiều hoạt động khác bên lề nhằm gắn kết các thành viên trong clb như biggame, picnic,...",33,1.0
"bên cạnh đó mọi người còn học ngôn ngữ java, một ngôn ngữ lập trình hướng đối tượng, để có thể tự viết cho mình một ứng dụng bằng java đơn giản qua cuộc thi progapp vào cuối khóa.","theo em được giới thiệu qua thì CLB mình khá nặng về học thuật ạ. Nhưng nếu em tham gia mà em chỉ muốn kết bạn và tham gia các sự kiện thôi không tham gia các hoạt động học tập có được không ạ ? Tiêu trí đánh giá và lựa chọn thành viên của CLB dựa theo cả 2 tiêu trí là hoạt động và học tập. Trong quá trình hoạt động, ngoài các khoá học, CLB còn rất nhiều hoạt động khác bên lề nhằm gắn kết các thành viên trong CLB như BigGame, Picnic,...",33,0.0
Các team dự án của CLB có hoạt động như thế nào?,"TEAM dự án: Trong CLB, có các team dự án như: Team AI, Team Mobile, Team Web, Team Game,... Mỗi team dự án có một hướng phát triển và học tập riêng về mảng team hướng đến. Với phương châm ""Chia sẻ để cùng nhau phát triển"", team dự án sẽ luôn gắn bó cùng nhau ở cả hiện tại cũng như tương lai sau này.",63,1.0
CLB có những hình thức khen thưởng nào cho thành viên xuất sắc?,"Kì 1 năm hai: Trong vòng 1 tháng các thành viên sẽ được làm quen với lập trình hướng đối tượng sử dụng ngôn ngữ C++. Khóa học kết thúc bằng cuộc thi làm Game, trong cuộc thi này các thành viên sẽ vận dụng kiến thức mình tích luỹ được để làm project đầu tiên trong sự nghiệp làm lập trình viên của mình.",61,0.0
"Trong các buổi training kỹ thuật, CLB tổ chức theo hình thức nào?","nếu em vào được tới vòng training thì mình train bao nhiêu buổi 1 tuần ạ, và học ở đâu vậy ạ ? Tuỳ vào kế hoạch của ban đào tạo, lịch học sẽ được dựa trên lịch bận của các em, như năm của bọn anh là 2 buổi/tuần.",31,1.0
"anh chị ơi, clb mình sẽ tuyển bao nhiêu người thế ạ ?","anh chị ơi, clb mình sẽ tuyển bao nhiêu người thế ạ ? clb sẽ tuyển tầm 25 bạn nhé em, con số này có thể du di lên xuống 1-2 bạn tuỳ theo chất lượng training mỗi năm.",45,1.0
"Trong các buổi học, thành viên được khuyến khích hỗ trợ nhau thế nào?","Học tập: Trong giờ học phải nghiêm túc, không làm việc riêng. Nếu phần kiến thức buổi học đã nắm được, vẫn cần có mặt đầy đủ, nghe giảng đầy đủ và NÊN chủ động hỗ trợ các bạn khác. Thực hiện nhiệm vụ được giao một cách nghiêm túc, trách nhiệm. Khi được giao deadline phải chú ý hoàn thành đúng deadline. Khuyến khích và tuyên dương các cá nhân có khả năng tự học. Trong các buổi kiểm tra, contest, yêu cầu tuyệt đối không gian lận.",97,1.0
sau đó em nếu em thích thì hoàn toàn có thể tự tạo ra 1 team dự án mới cho clb theo đúng chuyên ngành mình đang theo ,"Tại sao CLB lại chỉ tuyển sinh viên năm nhất ? Các sinh viên lớn hơn năm nhất có sự chênh lệch về kiến thức, thời gian hoạt động. Vì vậy việc định hướng và hoạt động sẽ không phù hợp với lộ trình đào tạo của chúng mình.",9,0.0
biggame training là sự kiện thường niên được tổ chức với quy mô lớn nhất diễn ra vào cuối mỗi kì training proptit.,"biggame training là sự kiện thường niên được tổ chức với quy mô lớn nhất diễn ra vào cuối mỗi kì training proptit. với sự tham gia đông đảo của các anh chị, các bạn và các thành viên training, sự kiện giúp các thành viên training được giao lưu làm quen với nhau và tạo được nhiều dấu ấn, kỷ niệm khó quên trong lòng mỗi người.",70,1.0
